Book;Page;Unique Slug;Store;Name;Members;Description;SlugScript;"For Normal item -> SUBSTITUE(MINUSCULE(CONCATENER(A2;"" "";E2));"" "";""-"")
Sometimes it can happen to get two items with the same slug, just add ""-1""
For Weapon fusion we use -> SUBSTITUE(MINUSCULE(CONCATENER(A2;""-fusion-"";E2));"" "";""-"")
For Armor upgrade we use -> SUBSTITUE(MINUSCULE(CONCATENER(A2;""-armor-upgrade-"";E2));"" "";""-"")"
AR;51;ar-sonic-bolter;Weapon;Sonic Bolter;;The sound waves a sonic bolter produces tightly focus in a brief but coherent line. This concentrated, low-frequency vibration damages the body and jostles internal organs, causing dizziness, pain, and slight nausea. Members of the Android Abolitionist Front developed the light model upon discovering the effect of a similar beam. Heavy, assault, and devastator bolters can generate sufficient sound pressure to damage artificial and unliving creatures.;ar-sonic-bolter;
AR;51;ar-sonic-suppressor;Weapon;Sonic Suppressor;;A sonic suppressor noiselessly creates a static energy field that absorbs and amplifies sound, focusing the captured frequencies back upon the target in a damaging burst. Drow, assassins, and other covert killers favor the weapon because no sound escapes this bubble, resulting in a silent attack and, sometimes, a soundless takedown. The suppressor’s sonic cascade can have an anomalously large initial area, which crashes in from a wider radius, absorbing sound from and damaging those nearby while brutally affecting the intended target. Most manufacturers produce four suppressor models, including the murmur, whisper, hush, and repose.;ar-sonic-suppressor;
AR;65;ar-fusion-soulfire;WeaponFusion;SOULFIRE;;The soulfire fusion (and soulfire fusion seals) can only be applied to solarian weapon crystals. When you hit a target with a solar weapon augmented by a solarian weapon crystal with the soulfire fusion, you add your Charisma bonus to the damage done, in addition to your Strength bonus.;ar-fusion-soulfire;
AR;75;ar-spacer-carapace;PowArmor;Spacer Carapace;;"This powered armor resembles a bulky humanoid insect, including helmet-mounted oxygen canisters that appear as stylized mandibles. The armor’s wide boots contain powerful magnets useful for navigating the exterior of starships and space stations for repair work or guard duty. You can move your land speed across metal surfaces in zero gravity without having to attempt checks; if you are adjacent to a metal surface, you do not automatically move at the beginning of your turn each round. You also gain a +2 circumstance bonus to your AC against bull rush and trip combat maneuvers when you are standing on a metal surface.";ar-spacer-carapace;
AR;48;ar-spark-knife;Weapon;Spark Knife;;A spark knife is similar in appearance to a typical survival knife, leading to confusion among those unfamiliar with the weapon. In addition to dealing electricity damage, a spark knife can siphon electrical charge from its target’s natural electrical attacks, recharging its own battery. These blades were originally created in the Absalom Station neighborhood of Sparks, and different versions trace their names to their usage there: runner spark knives are relatively inexpensive, followed by recruit spark knives. Crew spark knives and boss spark knives are rarer, tracing back to those in established positions in the neighborhood’s social order.;ar-spark-knife;
AR;75;ar-spellcaster's-aegis-(hybrid);PowArmor;Spellcaster's Aegis (hybrid);;A reinforced frame with sunburst patterns that shift and spin, this armor projects holographic runes in the air around you as you move. If you have at least 5 ranks in Mysticism and the ability to cast spells or use spell-like abilities, you can use these runes defensively, gaining a +2 enhancement bonus to saving throws against spells and spell-like abilities and a +2 enhancement bonus to dispel checks (such as when you cast dispel magic).;ar-spellcaster's-aegis-(hybrid);
AR;54;ar-spined-blade;Weapon;Spined Blade;;Kasathas on their home world wielded spined blades to better poison foes. Replicas of these ancient weapons can be found in the Museum of Ancestral Technology on the Idari. Modern warriors use refined versions of the weapon that are effective at delivering poisons and similar substances through contemporary armor. You apply such substances to the blade per rules found on page 232 of the Core Rulebook. While the basic version of the spined blade is generally analog, more advanced buzzblade, ripper, gravity, and rivener models are powered weapons.;ar-spined-blade;
AR;35;ar-spined-iceblade;Weapon;Spined Iceblade;;The spined iceblade is a variant of the traditional kasathan spined blade. Its longer, curved handle includes internal channels where coolant builds up until it is released by the wielder’s movements. Frostbite-class, hailstorm-class, blizzard-class, and avalanche- class spined iceblades are all readily available in markets that regularly serve kasathas, but similar weapons appearing on distant worlds have intrigued kasathan archaeologists.;ar-spined-iceblade;
AR;65;ar-fusion-stabilizing;WeaponFusion;STABILIZING;;The stabilizing fusion helps you keep your orientation in zero gravity. While wielding such a weapon, you can steady yourself even if you don’t have a surface to grab onto or a means of propulsion. If you do have such means, you can steady yourself as either a move action or a swift action. You gain a +4 bonus to checks to avoid gaining the off-kilter condition. Only melee weapons, small arms, and long arms can benefit from the stabilizing fusion.;ar-fusion-stabilizing;
AR;51;ar-staccato-rifle;Weapon;Staccato Rifle;;A baffled tube on the underside of a staccato rifle produces and modulates discrete blasts of sonic frequencies. The rifle’s unique construction enables a fully automatic mode, producing a sound like drumming. The frequencies can leave a target’s auditory senses overwhelmed. Pulse staccato rifles have the shortest sonic projector for reliable repetitive shots with less power usage. Surge, drum, and hammer staccato rifles require more charge for a harder hit.;ar-staccato-rifle;
AR;75;ar-stag-step-suit-(hybrid);PowArmor;Stag-Step Suit (hybrid);;Forged and constructed from supernatural metals collected from the realms of the fey, this powered armor has long antlers atop its blank-faced helmet. If the armor has at least 10 charges remaining, you can spend 10 charges to create a fold in reality, per the dimension door spell. You can travel only 100 feet with this ability, and you can’t take other creatures with you. Once you have used this ability, the stag-step suit retains a charge of dimensional static that prevents you from using the armor’s ability again for 24 hours.;ar-stag-step-suit-(hybrid);
AR;75;ar-starguard;PowArmor;Starguard;;This shimmering golden armor is made primarily of reinforced esaris, a extremely light and durable proprietary material developed by the kasathan doyenate. One of the most expensive and well-designed armors produced by kasathans, starguard deflects energy attacks nearly as effectively as its reinforced frame absorbs physical blows. The interior of the helmet provides continuous status updates about your surroundings, providing you blindsight (vibration) with a range of 120 feet.;ar-starguard;
AR;54;ar-sting-pistol;Weapon;Sting Pistol;;Sting pistols are living weapons based on samples of Swarm technology recovered during the last century. The chitinous weapon converts power to internally generate and shoot acid- slicked needles that can cause lasting damage to the target. Ant models are sturdy and commonplace, though yellow jacket and wasp sting pistols are more powerful. Hornet models are the heaviest and most potent of these weapons.;ar-sting-pistol;
AR;48;ar-storm-coil;Weapon;Storm Coil;;A storm coil employs an air-core resonant transformer to produce high-voltage electrical output. The resulting bolt of electricity arcs out from the weapon in a line. Though it employs technology similar to the colossus coil, the storm coil was developed independently within the Pact Worlds. Live storm coils and jolt storm coils generate impressive bolts, while the larger impulse and surge storm coils have even farther reach.;ar-storm-coil;
AR;48;ar-storm-hammer;Weapon;Storm Hammer;;"This massive warhammer’s magnetic discharge deals additional damage that can sometimes knock a target to the ground. Dwarves in the Diasporan Star Citadels first developed storm hammers to bring larger foes to a more manageable height; many bear aesthetic designs hearkening to Angradd and other dwarven motifs. The materials used in a storm hammer’s construction determine the magnetic force and thereby the strength of the weapon; available versions include diamagnetic, paramagnetic, ferromagnetic, antiferromagnetic, and metamagnetic storm hammers.";ar-storm-hammer;
AR;48;ar-stormcaller;Weapon;Stormcaller;;Some barathu researchers who intensively study the titanic lightning storms found on their home world become obsessed with the phenomenon. The efforts of such scientists led to the creation of the stormcaller, a living weapon that generates a line of electricity originating not from the wielder but from a single point within the weapon’s relatively short range. Like most barathu creations, stormcallers are living creatures, and their massive shells are large enough to require two hands to wield, aided by the stormcaller wrapping its translucent tentacles around the user’s appendages. Sheet and ribbon stormcallers are powerful weapons in their own right, while rocket and smooth-channel stormcallers can summon electrical currents that live up to the weapons’ namesake.;ar-stormcaller;
AR;48;ar-stun-staff;Weapon;Stun Staff;;Stewards often make use of the combined offensive and defensive flexibility of a stun staff, a polycarbonate staff with an electrode- lined striking surface. These weapons are commonly used in riot control due to their ability to easily inflict nonlethal damage, but they’re also valuable in self-defense, and their streamlined appearance means they don’t attract overmuch attention at formal events where security is as necessary as discretion. As a cousin of the shock truncheon, the stun staff bears a similar naming convention, with the tactical stun staff as the most basic, followed by the static, aurora, storm, and tempest models.;ar-stun-staff;
AR;35;ar-subduer;Weapon;Subduer;;A subduer resembles a hollow rod with internal coolant reserves, and it relies on the user’s forceful movements to spray the coolant forward. Employed primarily by kasathan security forces to prevent suspects from fleeing, subduers coat their targets in a thin layer of expelled coolants that cause temporary painful freezing of the target’s skin that deals little lasting damage. On a lucky shot, the frozen layer also interferes with the target’s ability to function. Frost and rime subduers are often employed by peacekeeping forces, while sleet and glacier subduers typically see use only by pirates or mercenary groups.;ar-subduer;
AR;48;ar-surgecaster;Weapon;Surgecaster;;"Surgecasters are bioengineered organic weapons; these independent conglomerations of bioelectric cells generate deadly bursts of electricity when fired. They were invented by a flotilla of merged barathus that directed its efforts toward creating such a weapon, and its success has resulted in the continued production of the surgecaster as a viable commercial endeavor. Only two models are currently available on the market: a standard surgecaster and an advanced surgecaster, though the merged barathu entity appears to be continuing its research and development efforts.";ar-surgecaster;
AR;75;ar-surnoch-suit;PowArmor;Surnoch Suit;;"This sturdy gray suit of powered armor has rows of fine blades running along the body and limbs, which serve as digging claws; it is often used by elite sapper teams to reach entrenched enemies. A surnoch suit grants you a burrow speed. You can tunnel through rock while wearing a surnoch suit, but your speed is reduced to 5 feet.";ar-surnoch-suit;
AR;54;ar-switchblade;Weapon;Switchblade;;This blade looks much like a single-edged survival knife when opened, but the blade can be folded or collapsed to fit within the grip, making it easier to conceal. A switch on the knife means the blade can be folded or extended as a swift action, or as part of making an attack or full attack. Most weapon manufacturers that offer daggers also produce switchblades, which are made in the same models: tactical, ultrathin, zero-edge, and molecular rift.;ar-switchblade;
AR;54;ar-tailblade;Weapon;Tailblade;;Developed by ysoki on Akiton, this slender, lightweight blade has a series of bands that attach the blade to a tail or similar anatomy. Although using a tailblade doesn’t allow you to make additional attacks, it can free up your hands without leaving you unarmed.;ar-tailblade;
AR;54;ar-talon;Weapon;Talon;;A talon is a stylized weapon with a fitted grip and a curved, serrated blade. It can be used as a slashing weapon without activating the battery. When powered, the talon converts energy into acid that can melt through certain types of armor (though the weapon always targets a foe’s KAC). Shirrens favor talons, and some consider them to be holy weapons of Hylax, referring to them as the queen’s talons. Increasingly advanced models of the weapon are often named after roles of some hive- dwelling species, beginning with drone, and advancing through warrior, knight, queen, and god.;ar-talon;
AR;54;ar-tetrad-rings;Weapon;Tetrad Rings;;Tetrad rings deal lighter damage than weapons of a similar class, but the device launches a bolt of force that bypasses many common defenses. The design of tetrad rings is proprietary witchwyrd technology, which makes them expensive and difficult to find. They are manufactured in only three models: tactical, advanced, and elite. All three are elaborate sets of rings covered in delicate carvings, with a wire mesh to house the battery. Advanced and elite models have finer decorations.;ar-tetrad-rings;
AR;65;ar-fusion-throwing;WeaponFusion;THROWING;;The throwing fusion makes even the most cumbersome melee weapon usable as a thrown weapon. A melee weapon with this fusion gains the thrown special property with a range increment of 10 feet. If the weapon has an item level of 10 or higher, the range increment is 20 feet. This fusion allows you to add additional fusions that benefit thrown weapons. You must be proficient with a melee weapon with the throwing fusion in order to benefit from the thrown special property granted by it. Only melee weapons can benefit from the throwing fusion.;ar-fusion-throwing;
AR;49;ar-t-quark-crystal;Weapon;T-Quark Crystal;;T-quark crystals have a rapid rate of decay that a solarian can manipulate a limited number of times per day to charge his solar weapon for a more powerful strike. When the t-quark crystal is active, the solar weapon is surrounded by a chaotic storm of particles, the spiraling results of the crystal’s decay. T-quark crystals are available in least, minor, lesser, standard, greater, and true varieties.;ar-t-quark-crystal;
AR;65;ar-fusion-tracking;WeaponFusion;TRACKING;;"The tracking fusion lets you locate a creature recently damaged by the weapon. Activating the fusion is a move action that binds the tracking fusion to the first creature you damage with the weapon before the start of your next turn. Once you track a target with this fusion, you are aware of the target’s location as long as it is within 1,000 feet and you keep the weapon with this fusion in hand.
If the target is further away, you can attempt a Perception check (opposed by the target creature’s Stealth check) to know approximately what direction the creature is in, though not accurately enough to triangulate its exact location. This is considered a magic divination. The tracking effect is removed if the target travels more than 10 miles away from you, the target changes planes, the effect is dispelled, you fail a Perception check to know its general distance by 10 or more, or 24 hours have passed since you last damaged the target with this weapon. For the purposes of dispelling the tracking effect, treat the effect as a spell with a caster level equal to the weapon’s item level. You can track only one creature at a time. Activating the tracking weapon fusion again automatically ends any previous binding. Only attacks made by the weapon against a single target can benefit from this fusion.
";ar-fusion-tracking;
AR;54;ar-ultraserrated-shuriken;Weapon;Ultraserrated Shuriken;;Shuriken are bladed thrown weapons most common in the carbonedge form kasathas favor. However, these weapons are versatile and come in various forms for improved cutting power or specialized use. Additionally, the size of shuriken makes them easy to hide and carry. They are ideal for hit-and-run attacks and situations where it might not be prudent to retrieve a thrown weapon. Small but deadly, an ultraserrated shuriken has molecular-level serrations that enhance slashing.;ar-ultraserrated-shuriken;
AR;65;ar-fusion-vanishing;WeaponFusion;VANISHING;;The vanishing fusion can hide its wielder from the sight of one foe. Once per day after making an attack with your weapon, regardless of whether you hit your target, you can become invisible to that target per invisibility for a number of rounds equal to the weapon’s item level. Any attacks you make (even against other targets) end your invisibility as normal. All creatures other than the target continue to be able to see you normally. Only small arms and weapons with the operative special property can benefit from this fusion.;ar-fusion-vanishing;
AR;71;ar-vesk-brigandine;Armor;Vesk Brigandine;;The core of vesk brigandine is a lightweight breastplate made of interlocking polymer hexagons. It flexes almost as well as fabric under normal use, but it becomes rigid as steel in response to impact. Its slim profile lets it be worn either over or under clothing. More advanced brigandine designs incorporate inertial dampeners to enhance protection. Vesk who prize mobility over maximum protection favor this style of light armor, and its use has spread throughout the Pact Worlds to the degree that any similar design is often referred to as vesk brigandine.;ar-vesk-brigandine;
AR;51;ar-vibrogarrote;Weapon;Vibrogarrote;;The vibrogarrote is similar to an analog garrote, but the handle contains a battery pack to power the weapon, and the garrote wire produces a coherent, cutting sound. When used, the vibrogarrote makes a distinctive pitch based on how long the wire has been extended. Basic, harmonic, and interference vibrogarrotes produce only audible frequencies, while infrasonic and ultrasonic vibrogarrotes also generate waves outside the typical auditory spectrum for additional damage.;ar-vibrogarrote;
AR;36;ar-void-rifle;Weapon;Void Rifle;;A firearm designed with crystals from the Plane of Shadow, a void rifle is unique in that power flowing through those crystals allows the rifle to fire inky bolts of life-sapping cold. The rifle’s frigid energy can harm only the living, so it does nothing to constructs and undead. Regardless, the rifle remains a favorite of followers of Urgathoa. Grave- and crypt-class void rifles are an option for standard issue among rank-and-file marines of the Eoxian navy, while tomb-, ossuary-, and barrow-class void rifles are reserved for elite forces.;ar-void-rifle;
AR;36;ar-void-staff;Weapon;Void Staff;;Quite common on Eox, void staves are designed using extensive necromancy-derived technologies, resulting in nonreflective black coloration and a range of morbid effects. A target struck by a void staff suffers effects similar to frostbite, as the weapon drains the life energy out of the target on a cellular level and, in some cases, causes complications with breathing and other essential functions. Grave-class, crypt-class, tomb-class, and ossuary-class void staves are relatively common throughout the Pact Worlds, while barrow-class void staves are almost never seen anywhere except Eox.;ar-void-staff;
AR;51;ar-wailing-blade;Weapon;Wailing Blade;;While it looks like a longsword at a glance, a wailing blade is composed of a series of microtextured plates. When powered, these plates vibrate to generate an array of sonic frequencies at deafening and damaging volumes. A tymbal wailing blade produces only a single audible sound, while a euphonic wailing blade produces multiple pitches concurrently. Strident wailing blades and warbler wailing blades have pitches that vary, the former sounding like a layered chirping and the latter combining trilling notes.;ar-wailing-blade;
AR;54;ar-warclub;Weapon;Warclub;;Though technologically as simple as a one-handed club, the two-handed warclub is larger, heavier, and more dangerous. They are popular among enforcers and thugs.;ar-warclub;
AR;54;ar-warfan;Weapon;Warfan;;A warfan is a semicircle of nanocarbon fabric with a series of carbonedge ribs spaced evenly in a radial pattern. The ends of these ribs are sharpened such that a proficient wielder can block incoming attacks and make melee strikes with the weapon held in one hand. The flashy movements involved in using a warfan make it a superb weapon for combat when appearances matter as much as damage dealt.;ar-warfan;
AR;75;ar-warmaster's-harness;PowArmor;Warmaster's Harness;;The most sophisticated and powerful version of the common powered battle harness, the warmaster’s harness resembles a towering, armored titan. Its wide shoulder frame normally mounts short-range communication equipment to orchestrate troop movements or an enormous banner to identify military affiliation. It is often used by the generals of entire armies (or by assistants to such generals, in cases where the general cannot be risked directly on the front lines).;ar-warmaster's-harness;
AR;39;ar-wave-modulator;Weapon;Wave Modulator;;The frequency of a wave modulator’s output can be adjusted to either burn a target or bombard it with damaging sonic bursts. Shirrens favor these boxy pistols because of the thrill of choosing the damage type of every shot fired. Wave modulators come in numbered models.;ar-wave-modulator;
AR;49;ar-w-boson-crystal;Weapon;W-Boson Crystal;;A w-boson crystal amplifies the sheer amount of damage a weapon deals. The shard w-boson crystal is presented here, while other models can be found in the Core Rulebook.;ar-w-boson-crystal;
AR;40;ar-web-grenade;BattleWare;Web Grenade;;Developed using samples of haans’ biological webbing, a web grenade explodes to cover the area in sticky strands of high- tensile fibers, making the affected area difficult terrain.;ar-web-grenade;
AR;43;ar-welder;Weapon;Welder;;Though generally recognized as tools, welders are so commonly used as improvised weapons that some ysoki manufacturers have begun designing them to serve equally well in both roles. A welder is often little more than a battery casing and an exposed plasma conduit. Utility welders are simple and straightforward, and industrial welders are more powerful and built to be more comfortable for more regular use. Starship welders are versatile and relatively compact for their output, while offensive welders are intended for combat first and maintenance only as an afterthought.;ar-welder;
AR;75;ar-winter-walker;PowArmor;Winter Walker;;The thick legs of this heavily insulated armor end in short retractable spikes, allowing you to easily anchor yourself to most surfaces. You gain a +2 bonus to your AC when resisting bull rush, reposition, and trip combat maneuvers as long as you are standing on the ground. You and the armor are immune to cold damage and cold environments, even when your environmental protections are not active. Your movement is not slowed by icy surfaces, and the DCs of Acrobatics checks you attempt on such surfaces do not increase.;ar-winter-walker;
AR;55;ar-wraith-sting-rifle;Weapon;Wraith-Sting Rifle;;Wraith-sting rifles fire darts that are loaded with an injectable substance. The low velocity and slim profile of these darts mean the target often remains unaware of the initial attack. Once the effects of the injected substance take hold, however, it is usually easy to identify the delivery method. These insidious weapons are said to be a favorite of reptoid assassins, but as with any information on that race, the veracity of this rumor is suspect. Ironically, this weapon’s models are named after stinging insects: yellow jacket, wasp, and hornet.;ar-wraith-sting-rifle;
AR;49;ar-z-boson-crystal;Weapon;Z-Boson Crystal;;This specialized weapon crystal causes a solar weapon to twist energy, momentum, and even stranger forces around it. A weapon enhanced with a z-boson crystal deals increased damage and can sometimes give a target unexpected momentum, hurling it backward. Z-boson crystals are fairly esoteric and can be found in shard, least, minor, lesser, standard, greater, and true versions.;ar-z-boson-crystal;
AR;36;ar-zero-knife;Weapon;Zero Knife;;"A zero knife appears much like a folded switchblade, though the hilt is somewhat bulkier due to the battery; when activated, the zero knife forms a blade formed entirely of an aura of intense cold rather than steel. The frostbite-class zero knife is an easily obtained weapon whose blade rapidly accumulates flakes of frozen material in most atmospheres. The more advanced hailstorm-class, blizzard-class, avalanche- class, and icequake-class zero knives incorporate technology that eliminates the build-up.";ar-zero-knife;
CR;205;cr-armor-upgrade-automated-loader;ArmorUpgrade;Automated loader;;"This device attaches to powered armor and consists of a small robotic arm and a storage compartment that holds up to 2 bulk of ammunition and batteries. You can activate the automated loader as a move action to reload or recharge a weapon that’s mounted to the powered armor (but not to replace the batteries of the powered armor itself). Abilities that let you reload faster than a move action don’t apply to an automated loader.
This upgrade can be installed only in powered armor.";cr-armor-upgrade-automated-loader;
CR;206;cr-armor-upgrade-backup-generator;ArmorUpgrade;Backup generator;;You can connect charged electric items such as batteries to this miniature generator to recharge them. The electricity comes from the kinetic energy of your movement, which generates 1 charge every 10 minutes of movement. No more than one item can be plugged in at a time, and the generator doesn’t produce charges when you’re resting or otherwise stationary.;cr-armor-upgrade-backup-generator;
CR;206;cr-armor-upgrade-deflective-reinforcement;ArmorUpgrade;Deflective reinforcement;;This upgrade gives your armor a uniquely slippery texture. Your armor grants you DR 5/—. In addition, your armor check penalty is reduced by 2 when you attempt an Acrobatics check to escape.;cr-armor-upgrade-deflective-reinforcement;
CR;206;cr-armor-upgrade-electrostatic-field;ArmorUpgrade;Electrostatic field;;"This field over your armor grants you electricity resistance, and any creature that touches you or deals damage to you with a melee weapon takes electricity damage. The resistance granted and damage dealt depend on this upgrade’s type, as noted below.
<ul>
<li>Mk 1: Resistance 5 and 1d6 electricity damage.</li>
<li>Mk 2: Resistance 10 and 2d6 electricity damage.</li>
<li>Mk 3: Resistance 15 and 3d6 electricity damage.</li>
</ul>";cr-armor-upgrade-electrostatic-field;
CR;206;cr-armor-upgrade-exit-pod;ArmorUpgrade;Exit pod;;"This body harness fits into a suit of powered armor or is built into the frame of heavy armor, allowing you to exit the armor as a move action instead of as a full action. Entering the armor is no faster with an exit pod.
This can be installed only in heavy armor or powered armor.";cr-armor-upgrade-exit-pod;
CR;206;cr-armor-upgrade-filtered-rebreather;ArmorUpgrade;Filtered rebreather;;This upgraded rebreather supplements your armor’s ability to provide fresh air and filters out common toxins and poisonous vapors. Armor with this upgrade can provide fresh air for a number of weeks equal to its level. You also gain acid resistance 5 and a +2 bonus to saving throws against poison and disease.;cr-armor-upgrade-filtered-rebreather;
CR;206;cr-armor-upgrade-force-field;ArmorUpgrade;Force field;;"You can activate or deactivate your armor’s force field as a standard action. Once active, the device generates an invisible force field around you, including all your worn and carried items. The force field blocks solids and liquids but not gases or light (including laser beams). You can breathe while the field is active, but you can’t eat or drink.
While a force field is active, you gain a number of temporary Hit Points depending on the force field’s power. All damage dealt to you is subtracted from the force field’s temporary Hit Points first. A force field has fast healing, meaning that it regains temporary Hit Points at a fixed rate each round at the end of your turn, up to its normal maximum. If the force field’s temporary Hit Points are reduced to 0, it is inactive until the end of your next turn, when its fast healing restores some of its Hit Points. The charge capacity, amount of temporary Hit Points granted, and rate of fast healing vary according to the force field’s color code. A force field has a usage of 1 charge per round. More powerful force fields also have a fortification ability, which gives a percentage chance that a critical hit is treated as a normal attack, dealing normal damage and not applying any critical effect. You roll your fortification percentage chance before the critical hit’s damage is rolled. If a force field is inactive, its fortification ability does not function. A suit of armor cannot support more than one force field upgrade. 
<div class=""row"">
<div class=""col-12"">STATS</div>
<div class=""col-2"">COLOR</div><div class=""col-2"">CAPACITY</div><div class=""col-2"">TEMP HP</div><div class=""col-2"">FAST</div><div class=""col-2"">HEALING</div><div class=""col-2"">FORTIFICATION</div>
<div class=""col-2"">Brown </div><div class=""col-2"">10</div><div class=""col-2"">1</div><div class=""col-2"">1</div><div class=""col-2"">0%</div>
<div class=""col-2"">Purple </div><div class=""col-2"">10</div><div class=""col-2"">5</div><div class=""col-2"">2</div><div class=""col-2"">0%</div>
<div class=""col-2"">Black </div><div class=""col-2"">10</div><div class=""col-2"">10</div><div class=""col-2"">3</div><div class=""col-2"">0%</div>
<div class=""col-2"">White </div><div class=""col-2"">20</div><div class=""col-2"">15</div><div class=""col-2"">4</div><div class=""col-2"">0%</div>
<div class=""col-2"">Gray  </div><div class=""col-2"">20</div><div class=""col-2"">20</div><div class=""col-2"">5</div><div class=""col-2"">0%</div>
<div class=""col-2"">Green </div><div class=""col-2"">20</div><div class=""col-2"">25</div><div class=""col-2"">6</div><div class=""col-2"">20%</div>
<div class=""col-2"">Red  </div><div class=""col-2"">40</div><div class=""col-2"">30</div><div class=""col-2"">7</div><div class=""col-2"">40%</div>
<div class=""col-2"">Blue  </div><div class=""col-2"">40</div><div class=""col-2"">35</div><div class=""col-2"">8</div><div class=""col-2"">60%</div>
<div class=""col-2"">Orange </div><div class=""col-2"">40</div><div class=""col-2"">40</div><div class=""col-2"">9</div><div class=""col-2"">80%</div>
<div class=""col-2"">Prismatic</div><div class=""col-2"">100</div><div class=""col-2"">50</div><div class=""col-2"">10</div><div class=""col-2"">100%</div>
</div>


";cr-armor-upgrade-force-field;
CR;207;cr-armor-upgrade-forcepack;ArmorUpgrade;Forcepack;;A forcepack grants you a fly speed of 60 feet (average maneuverability). You can use this for “cruising flight” at a usage of 1 charge per minute, but you are flat-footed and off-target while doing so. Changing from normal flight to cruising flight, or back, is a standard action. A forcepack can’t lift you if you’re encumbered. This upgrade can be installed only in light or heavy armor.;cr-armor-upgrade-forcepack;
CR;207;cr-armor-upgrade-haste-circuit;ArmorUpgrade;Haste circuit;;"You can activate the haste circuit as a swift action to gain the benefits of a haste spell until you spend another swift action to deactivate it or it runs out of charges. A haste circuit’s charges replenish each day.
This upgrade can be installed only in light or heavy armor.";cr-armor-upgrade-haste-circuit;
CR;207;cr-armor-upgrade-infrared-sensors;ArmorUpgrade;Infrared sensors;;You gain darkvision with a range of 60 feet.;cr-armor-upgrade-infrared-sensors;
CR;207;cr-armor-upgrade-jetpack;ArmorUpgrade;Jetpack;;"You gain a fly speed of 30 feet (average maneuverability). You can use this for “cruising flight” at a usage of only 1 charge per minute, but you are flat-footed and off-target while doing so. Changing from normal flight to cruising flight or vice versa is a standard action. A jetpack can’t lift you if you’re encumbered.
This upgrade can be installed only in light or heavy armor.
";cr-armor-upgrade-jetpack;
CR;207;cr-armor-upgrade-jump-jets;ArmorUpgrade;Jump jets;;"You can activate jump jets as part of a move action in order to fly during your movement. You can fly up to 30 feet (average maneuverability) with a maximum height of 10 feet, or you can fly up to 20 feet straight up. You must land at the end of your move action. Jump jets can’t lift you if you’re encumbered.
This upgrade can be installed only in light or heavy armor.";cr-armor-upgrade-jump-jets;
CR;207;cr-armor-upgrade-load-lifter;ArmorUpgrade;Load lifter;;This set of artificial muscles increases the amount of bulk you can carry while wearing your armor by 3.;cr-armor-upgrade-load-lifter;
CR;207;cr-armor-upgrade-phase-shield;ArmorUpgrade;Phase shield;;"You can activate this upgrade to generate a glowing, translucent blue shield on one of your arms that helps you block incoming attacks. Activating or deactivating the shield takes a move action. While the shield is active, you gain a +1 enhancement bonus to EAC. The phase shield interferes with your ability to use the arm it’s installed on, so while the phase shield is active, you can hold an item in that hand but not use it or make attacks with it.
This can be installed only in heavy or powered armor.";cr-armor-upgrade-phase-shield;
CR;207;cr-armor-upgrade-quick-release-sheath;ArmorUpgrade;Quick-release sheath;;This articulated compartment can hold a one-handed weapon of no more than light bulk. You can activate this upgrade as a swift action to put the item in your hand as though you’d drawn it.;cr-armor-upgrade-quick-release-sheath;
CR;207;cr-armor-upgrade-radiation-buffer;ArmorUpgrade;Radiation buffer;;This device grants a +2 bonus to your initial saving throw against radiation (see page 403) in addition to any bonuses from your armor’s environmental protection. This doesn’t provide any bonus to saves against the secondary effects of radiation.;cr-armor-upgrade-radiation-buffer;
CR;207;cr-armor-upgrade-sonic-dampener;ArmorUpgrade;Sonic dampener;;This device muffles the incidental sounds you make, and sonic attacks lose power in your vicinity. You gain sonic resistance 5 and reduce your armor check penalty by 1 when making Stealth checks.;cr-armor-upgrade-sonic-dampener;
CR;207;cr-armor-upgrade-spell-reflector;ArmorUpgrade;Spell reflector;;"You can activate a spell reflector as a reaction when you’re targeted by a spell. This does not affect spells that include an area you are in or affect you in other ways; it affects only those that target you specifically. The spell is reflected on its caster, as if the caster had been the target. The type of spell reflector determines the highest level of spell it can reflect. A spell reflector’s charge replenishes each day.
<ul>
<li>Mk 1: You can reflect a spell of 4th level or lower.</li>
<li>Mk 2: You can reflect a spell of 6th level or lower.</li>
</ul>";cr-armor-upgrade-spell-reflector;
CR;207;cr-armor-upgrade-targeting-computer;ArmorUpgrade;Targeting computer;;This targeting computer helps you compensate for poor visibility conditions. Ignore concealment on attacks you make. This doesn’t have any effect against targets with total concealment.;cr-armor-upgrade-targeting-computer;
CR;207;cr-armor-upgrade-tensile-reinforcement;ArmorUpgrade;Tensile reinforcement;;When calculating your armor’s hardness and Hit Points (see page 409), treat it as if its item level were 5 higher.;cr-armor-upgrade-tensile-reinforcement;
CR;207;cr-armor-upgrade-thermal-capacitor;ArmorUpgrade;Thermal capacitor;;"This upgrade regulates heat, protecting you from extreme temperatures. You can exist comfortably in conditions between
–50° and 170° F without needing to attempt Fortitude saves. In addition, the armor grants cold resistance and fire resistance. The amount depends on the capacitor’s type, as listed below.
<ul>
<li>Mk 1: Resistance 5</li>
<li>Mk 2: Resistance 10</li>
<li>Mk 3: Resistance 15</li>
</ul>";cr-armor-upgrade-thermal-capacitor;
